word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"dust","灰尘，尘土","various","","beginner","noun","A word meaning: 灰尘","灰尘","","","noun","名词"
"dustbin","垃圾箱","various","","intermediate","noun","A word meaning: 垃圾箱","垃圾箱","","","noun","名词"
"dusty","尘土般的，尘土多的","various","","beginner","adjective","A word meaning: 尘土般的","尘土般的","","","adjective","形容词"
"duty","责任，义务","various","","beginner","noun","A word meaning: 责任","责任","","","noun","名词"
"DVD=digital versatile disk","数码影碟","various","","advanced","noun","A word meaning: 数码影碟","数码影碟","","","noun","名词"
"dynamic","充满活力的，精力充沛的，动态的，发展变化的","various","","intermediate","adjective","A word meaning: 充满活力的","充满活力的","","","adjective","形容词"
"dynasty","朝代，王朝","various","","intermediate","noun","A word meaning: 朝代","朝代","","","noun","名词"
"each","每人，每个，每件","education","","beginner","noun","A word meaning: 每人","每人","","","noun","名词"
"eager","渴望的，热切的","various","","beginner","noun;adjective","A word meaning: 渴望的","渴望的","","","noun;adjective","名词;形容词"
"eagle","鹰","animals","birds","beginner","noun","A word meaning: 鹰","鹰","","","noun","名词"
"ear","耳朵；耳状物；听力，听觉","body","face","beginner","noun","A word meaning: 耳朵","耳朵","","","noun","名词"
"early","早的 早地","body","face","beginner","adverb;adjective","A word meaning: 早的 早地","早的 早地","","","adverb;adjective","副词;形容词"
"earn","挣得，赚得","body","face","beginner","noun","A word meaning: 挣得","挣得","","","noun","名词"
"earth","地球；土，泥；大地","body","face","beginner","adverb","A word meaning: 地球","地球","","","adverb","副词"
"earthquake","地震","body","face","advanced","adverb","A word meaning: 地震","地震","","","adverb","副词"
"ease","安逸；减轻","various","","beginner","noun","A word meaning: 安逸","安逸","","","noun","名词"
"east","东方的；东部的；朝东的；从东方来的 在东方；向东方；从东方 东，东方；东部","animals","","beginner","adjective","A word meaning: 东方的","东方的","","","adjective","形容词"
"Easter","复活节","geography","","intermediate","noun","A word meaning: 复活节","复活节","","","noun","名词"
"eastern","东方的；东部的","geography","","intermediate","adjective","A word meaning: 东方的","东方的","","","adjective","形容词"
"easy","容易的，不费力的","various","","beginner","adjective","A word meaning: 容易的","容易的","","","adjective","形容词"
"eat(ate","eaten)","food","","advanced","verb","A word meaning: eaten)","eaten)","","","verb","动词"
"ecology","生态，生态学","various","","intermediate","noun","A word meaning: 生态","生态","","","noun","名词"
"edge","边缘","various","","beginner","noun","A word meaning: 边缘","边缘","","","noun","名词"
"edition","（发行物的）版，版（本）","various","","intermediate","noun;adjective","A word meaning: （发行物的）版","（发行物的）版","","","noun;adjective","名词;形容词"
"editor","编辑","various","","intermediate","noun","A word meaning: 编辑","编辑","","","noun","名词"
"educate","教育，培养","animals","mammals","intermediate","verb","A word meaning: 教育","教育","","","verb","动词"
"educator","教育家","animals","mammals","intermediate","noun","A word meaning: 教育家","教育家","","","noun","名词"
"education","教育，培养","animals","mammals","advanced","noun","A word meaning: 教育","教育","","","noun","名词"
"effect","效果；作用","various","","intermediate","noun","A word meaning: 效果","效果","","","noun","名词"
"effort","努力，艰难的尝试","various","","intermediate","adjective","A word meaning: 努力","努力","","","adjective","形容词"
"egg","蛋；卵","food","","beginner","noun","A word meaning: 蛋","蛋","","","noun","名词"
"eggplant","茄子","animals","insects","intermediate","noun","A word meaning: 茄子","茄子","","","noun","名词"
"either","两方任一方的；二者之一 二者之一；要么... 也","various","","intermediate","noun;adjective","A word meaning: 两方任一方的","两方任一方的","","","noun;adjective","名词;形容词"
"elder","长者；前辈","various","","beginner","noun","A word meaning: 长者","长者","","","noun","名词"
"elect","（投票）选举","various","","beginner","noun","A word meaning: （投票）选举","（投票）选举","","","noun","名词"
"electric","电的","various","","intermediate","adjective","A word meaning: 电的","电的","","","adjective","形容词"
"electrical","电的；电器的","various","","advanced","adjective","A word meaning: 电的","电的","","","adjective","形容词"
"electricity","电；电流","geography","","advanced","noun","A word meaning: 电","电","","","noun","名词"
"electronic","电子的","various","","advanced","adjective","A word meaning: 电子的","电子的","","","adjective","形容词"
"elegant","文雅的，漂亮的，优美的","animals","insects","intermediate","adjective","A word meaning: 文雅的","文雅的","","","adjective","形容词"
"elephant","象","animals","mammals","intermediate","noun","A word meaning: 象","象","","","noun","名词"
"else","别的，其他的","various","","beginner","adjective","A word meaning: 别的","别的","","","adjective","形容词"
"email/e-mail","电子邮件 发电子邮件","various","","advanced","noun","A word meaning: 电子邮件 发电子邮件","电子邮件 发电子邮件","","","noun","名词"
"embarrass","使窘迫，尴尬","various","","advanced","noun","A word meaning: 使窘迫","使窘迫","","","noun","名词"
"embassy","大使馆","various","","intermediate","noun","A word meaning: 大使馆","大使馆","","","noun","名词"
"emergency","紧急情况或状态","various","","advanced","noun","A word meaning: 紧急情况或状态","紧急情况或状态","","","noun","名词"
"emperor","皇帝","various","","intermediate","noun","A word meaning: 皇帝","皇帝","","","noun","名词"
"empire","帝国","various","","intermediate","noun","A word meaning: 帝国","帝国","","","noun","名词"
"employ","雇佣","various","","intermediate","noun","A word meaning: 雇佣","雇佣","","","noun","名词"
"empty","空的","various","","beginner","adjective","A word meaning: 空的","空的","","","adjective","形容词"
"encourage","鼓励","various","","advanced","noun","A word meaning: 鼓励","鼓励","","","noun","名词"
"encouragement","鼓励","various","","advanced","noun","A word meaning: 鼓励","鼓励","","","noun","名词"
"end","末尾；终点；结束","actions-verbs","","beginner","noun","A word meaning: 末尾","末尾","","","noun","名词"
"ending","结局；结尾，最后","actions-verbs","","intermediate","noun","A word meaning: 结局","结局","","","noun","名词"
"endless","无止境的；没完的","actions-verbs","","intermediate","adjective","A word meaning: 无止境的","无止境的","","","adjective","形容词"
"enemy","敌人；敌军","various","","beginner","noun","A word meaning: 敌人","敌人","","","noun","名词"
"energetic","精力旺盛的","various","","advanced","adjective","A word meaning: 精力旺盛的","精力旺盛的","","","adjective","形容词"
"energy","精力，能量","various","","intermediate","noun","A word meaning: 精力","精力","","","noun","名词"
"engine","发动机，引擎","transportation","","intermediate","noun","A word meaning: 发动机","发动机","","","noun","名词"
"engineer","工程师；技师","transportation","","intermediate","noun","A word meaning: 工程师","工程师","","","noun","名词"
"enjoy","欣赏；享受...之乐趣；喜欢","various","","beginner","noun","A word meaning: 欣赏","欣赏","","","noun","名词"
"enjoyable","愉快的；有趣的","various","","advanced","adjective","A word meaning: 愉快的","愉快的","","","adjective","形容词"
"enlarge","扩大","various","","intermediate","noun","A word meaning: 扩大","扩大","","","noun","名词"
"enough","足够的；充分的 足够地；充分地","various","","intermediate","adjective;adverb","A word meaning: 足够的","足够的","","","adjective;adverb","形容词;副词"
"enquiry","询问","various","","intermediate","noun","A word meaning: 询问","询问","","","noun","名词"
"enter","进入","various","","beginner","noun","A word meaning: 进入","进入","","","noun","名词"
"enterprise","公司，企（事）业单位","various","","advanced","verb","A word meaning: 公司","公司","","","verb","动词"
"entertainment","娱乐","various","","advanced","noun","A word meaning: 娱乐","娱乐","","","noun","名词"
"enthusiastic","热情的，热心的","various","","advanced","adjective","A word meaning: 热情的","热情的","","","adjective","形容词"
"entire","整个的，全部的","various","","intermediate","adjective","A word meaning: 整个的","整个的","","","adjective","形容词"
"entrance","入口；入场；进入的权利；入学许可","various","","intermediate","adjective","A word meaning: 入口","入口","","","adjective","形容词"
